mode,alpha,mu,m0,steps,final_M,final_Xi,regime,xi_plateau,under_resolved
B_fixed_seed,0.0046415888,0.0016681005,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.0046415888,0.0027825594,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.0046415888,0.0046415888,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.0046415888,0.0077426368,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.0046415888,0.012915497,50,40,inf,inf,explosive,inf,False
B_fixed_seed,0.0046415888,0.021544347,50,40,inf,inf,explosive,inf,False
B_fixed_seed,0.0046415888,0.035938137,50,40,inf,inf,explosive,inf,False
B_fixed_seed,0.0046415888,0.059948425,50,40,inf,inf,explosive,inf,False
B_fixed_seed,0.0046415888,0.1,50,40,inf,inf,explosive,inf,False
B_fixed_seed,0.01,0.001,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.01,0.0016681005,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.01,0.0027825594,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.01,0.0046415888,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.01,0.0077426368,50,120,inf,inf,explosive,nan,False
B_fixed_seed,0.01,0.012915497,50,40,inf,inf,explosive,inf,False
B_fixed_seed,0.01,0.021544347,50,40,inf,inf,explosive,inf,False
B_fixed_seed,0.01,0.035938137,50,40,inf,inf,explosive,inf,False
B_fixed_seed,0.01,0.059948425,50,40,inf,inf,explosive,inf,False
B_fixed_seed,0.01,0.1,50,40,inf,inf,explosive,inf,False
